,Status,Beds,Baths,SQFT,Acres,Price,Address,City
1842,For Sale,5,"2,465","7,841",,"$225,000","51-53 N Waverly St, ","Columbus, OH 43213"
1843,Contingent,"2,865","4,356",,,"$474,900","1157-1159 Atcheson St, ","Columbus, OH 43203"
1844,For Sale,8,"3,671","5,663",,"$1,250,000","33 S Monroe Ave, ","Columbus, OH 43205"
1845,Contingent,3,1.5,"1,536","5,227","$279,000","615 S Champion Ave, ","Columbus, OH 43205"
1846,Contingent,2,2,"1,260",,"$213,000","1197 Sidney St, ","Columbus, OH 43201"
1847,Contingent,2,1,"1,138","5,663","$179,500","1808 Milford Ave, ","Columbus, OH 43224"
1848,For Sale,"9,583",,,,"$29,900","Vantage Point Dr, ","Columbus, OH 43224"
1849,Contingent,2,1,"1,138","5,663","$179,500","1808 Milford Ave, ","Columbus, OH 43224"
1850,For Sale,2,,,,"$250,000","Sunbury Rd, ","Columbus, OH 43219"
1851,For Sale,3,2.5,"1,380","3,485","$270,000","1202 Atcheson St, ","Columbus, OH 43203"
1852,Contingent,3,1,"1,460","3,920","$225,000","472 Graham St, ","Columbus, OH 43203"
1853,For Sale,3,2,"1,932","7,841","$309,900","5512 Hazelwood Rd, ","Columbus, OH 43229"
1854,Contingent,1,1,650,"1,307","$115,000","5245 Portland St Apt 102, ","Columbus, OH 43235"
1855,Contingent,3,2.5,"2,256","5,227","$749,900","395 E Deshler Ave, ","Columbus, OH 43206"
1856,For Sale,1.28,,,,"$199,000","Brentnell Ave, ","Columbus, OH 43219"
1857,Contingent,3,1,"1,280","8,712","$175,000","3174 Briggs Rd, ","Columbus, OH 43204"
1858,Contingent,2,1,800,"4,792","$176,900","1373 Republic Ave, ","Columbus, OH 43211"
1859,Contingent,3,1.5,"1,354","4,356","$161,000","1160 Miller Ave, ","Columbus, OH 43206"
1860,Pending,2,2.5,"1,320","1,307","$240,000","574 Penn St, ","Galloway, OH 43119"
1861,Contingent,3,2,912,"6,098","$204,900","2251 Colfax Ave, ","Columbus, OH 43224"
1862,Contingent,3,1.5,"1,816","4,356","$175,900","369 Saint Clair Ave, ","Columbus, OH 43203"
1863,For Sale,2,2.5,"1,326",,"$450,000","1102 Oak St Unit 14, ","Columbus, OH 43205"
1864,Contingent,8,"3,660","5,227",,"$605,000","376 E Northwood Ave, ","Columbus, OH 43201"
1865,For Sale,2,1,"1,144","3,920","$400,000","1060 Cleveland Ave, ","Columbus, OH 43201"
1866,For Sale,12,"10,168",0.27,,"$1,800,000","32 Orel Ave, ","Columbus, OH 43204"
1867,For Sale,2,"1,138","5,227",,"$175,000","1252 Sullivant Ave, ","Columbus, OH 43223"
1868,Contingent,3,2.5,"1,494","3,049","$340,000","888 Heyl Ave, ","Columbus, OH 43206"
1869,Contingent,4,2.5,"2,013","7,405","$349,900","4304 Knoll Crest Dr, ","Grove City, OH 43123"
1870,Contingent,3,1.5,"1,550","5,663","$325,000","481 Forest St, ","Columbus, OH 43206"
1871,For Sale,2,2,"1,095",,"$432,500","51 N High St Unit 602, ","Columbus, OH 43215"
1872,Contingent,"3,923","6,098",,,"$349,900","384 N Garfield Ave, ","Columbus, OH 43203"
1873,Contingent,3,1.5,"1,348","6,534","$269,900","3127 El Nino Dr, ","Columbus, OH 43204"
1874,For Sale,2,2,"1,270",,"$525,000","2879 Kobuk Dr Unit 301, ","Columbus, OH 43228"
1875,For Sale,2,2,919,,"$358,500","51 N High St Unit 607, ","Columbus, OH 43215"
1876,For Sale,3,1.5,"2,117","6,970","$391,000","505 E Maynard Ave, ","Columbus, OH 43202"
1877,Contingent,3,1,925,"7,405","$195,000","2785 Gibson Dr, ","Columbus, OH 43207"
1878,For Sale,2,1,672,"5,663","$199,900","2353 Parkwood Ave, ","Columbus, OH 43211"
1879,For Sale,3.81,,,,$1,"5483 Broadview Rd, ","Columbus, OH 43230"
1880,For Sale,2,2.5,"1,868",,"$759,000","422 Jackson St, ","Columbus, OH 43206"
1881,For Sale,2,1,672,"4,792","$100,000","2353 McGuffey Rd, ","Columbus, OH 43211"
1882,Contingent,8,"3,660","5,227",,"$605,000","370 E Northwood Ave, ","Columbus, OH 43201"
1883,For Sale,2,1.5,"1,235",,"$239,900","1106 Parsons Ave Unit 1114, ","Columbus, OH 43206"
1884,Contingent,5,"2,516","5,663",,"$450,000","2024-2026 N 4th St, ","Columbus, OH 43201"
1885,Contingent,2,2,"1,093","1,742","$205,000","6705 Meadow Creek Dr Unit 205, ","Columbus, OH 43235"
1886,For Sale,3,2.5,"2,718",871,"$495,000","142 Wilson Ave, ","Columbus, OH 43205"
1887,For Sale,3,1,"1,483","2,614","$238,850","850 Cleveland Ave, ","Columbus, OH 43201"
1888,For Sale,3,2.5,"1,702","3,920","$349,900","158 N 21st St, ","Columbus, OH 43203"
1889,For Sale,3,2,"1,044","4,356","$140,000","1250 E 20th Ave, ","Columbus, OH 43211"
1890,For Sale,3,2.5,"2,264","7,841","$499,900","135 Sherman Ave, ","Columbus, OH 43205"
1891,For Sale,3,2.5,"2,236","4,356","$300,000","1306-1308 Atcheson St Unit 8, ","Columbus, OH 43203"
1892,For Sale,5,"2,832","5,227",,"$645,000","835-837 S Champion Ave, ","Columbus, OH 43206"
1893,For Sale,2,1,826,"2,178","$220,000","4981 Cleveland Ave, ","Columbus, OH 43231"
1894,Contingent,2,1,"1,000",436,"$180,000","818 Pine Way Dr Unit B3, ","Columbus, OH 43085"
1895,Contingent,3,1,840,0.23,"$195,000","4307 Conover Pl, ","Columbus, OH 43227"
1896,Contingent,2,2.5+,"1,838",871,"$654,900","104 W Starr Ave, ","Columbus, OH 43201"
1897,For Sale,2,1,760,"2,178","$599,000","1167 E 15th Ave, ","Columbus, OH 43211"
1898,For Sale,"4,586","4,356",,,"$975,000","51 E Woodruff Ave, ","Columbus, OH 43201"
1899,Contingent,"1,224","4,356",,,"$198,000","197 1/2 Yale Ave, ","Columbus, OH 43222"
1900,For Sale,4,2,"1,631","5,227","$319,900","381 E Oakland Ave, ","Columbus, OH 43202"
1901,For Sale,4,3.5,"2,024","5,227","$655,000","528 S Ohio Ave, ","Columbus, OH 43205"
1902,Contingent,3,2,"1,270","3,920","$174,900","238 S Eureka Ave, ","Columbus, OH 43204"
1903,For Sale,0.47,,,,"$179,500","Morgan Ln, ","Gahanna, OH 43230"
1904,Contingent,2,1.5,"1,540","3,485","$569,900","943 MT Pleasant Ave, ","Columbus, OH 43201"
1905,For Sale,4,1,"1,128","5,663","$169,900","2857 E 10th Ave, ","Columbus, OH 43219"
1906,For Sale,4,3,"1,472",,"$360,000","268 E Blake Ave, ","Columbus, OH 43202"
1907,Contingent,3,1,"1,008","5,663","$154,975","1036 E 18th Ave, ","Columbus, OH 43211"
1908,For Sale,2,1,"1,022","4,792","$132,500","1377 Aberdeen Ave, ","Columbus, OH 43211"
1909,For Sale,1,1,870,,"$339,900","51 N High St Unit 308, ","Columbus, OH 43215"
1910,For Sale,2,1,952,"6,534","$190,000","265 N Kellner Rd, ","Columbus, OH 43209"
1911,Contingent,3,1,"1,384","6,534","$184,900","1648 Brentnell Ave, ","Columbus, OH 43219"
1912,For Sale,"4,792",,,,"$339,900","74 W Starr Ave, ","Columbus, OH 43201"
1913,For Sale,2,2.5,"1,320","3,920","$279,900","931 Gilbert St, ","Columbus, OH 43206"
1914,Contingent,3,2.5,"2,148",0.25,"$399,900","2833 Kilbourne Ave, ","Columbus, OH 43231"
1915,For Sale,2,1,960,"4,356","$174,900","1470 E 24th Ave, ","Columbus, OH 43211"
1916,For Sale,"4,224","5,663",,,"$1,250,000","2083 N 4th St, ","Columbus, OH 43201"
1917,Contingent,3,2,"1,400","3,485","$220,000","365 S Oakley Ave, ","Columbus, OH 43204"
1918,For Sale,3,1.5,"1,080","4,792","$204,999","1376 E 21st Ave, ","Columbus, OH 43211"
1919,Contingent,3,1.5,"1,795","7,405","$264,900","4792 Northtowne Blvd, ","Columbus, OH 43229"
1920,For Sale,3,2.5,"1,819","3,485","$469,300","1625 Harvard Ave, ","Columbus, OH 43203"
1921,Contingent,3,1,"1,056","6,534","$239,900","2026 Sale Rd, ","Columbus, OH 43224"
1922,For Sale,4,3.5,"2,517","3,485","$559,900","237 N Monroe Ave, ","Columbus, OH 43203"
1923,Contingent,4,1.5,"1,780","4,356","$429,000","86 Brighton Rd, ","Columbus, OH 43202"
1924,For Sale,3,2,"1,096","4,792","$129,900","79 N Princeton Ave, ","Columbus, OH 43222"
1925,For Sale,4,1,"1,792","6,534","$227,550","483 Southwood Ave, ","Columbus, OH 43207"
1926,Contingent,3,1,864,"6,098","$169,000","1048 S James Rd, ","Columbus, OH 43227"
1927,For Sale,3,1,"1,242","3,920","$200,000","1226-1230 Mount Vernon Ave, ","Columbus, OH 43203"
1928,For Sale,3,3,"1,196","6,098","$209,900","2410 Brentnell Ave, ","Columbus, OH 43211"
1929,For Sale,3,2.5,"1,500","5,663","$229,900","2808 E 9th Ave, ","Columbus, OH 43219"
1930,Contingent,1,1,788,871,"$124,900","5913 Hallworth Ave Unit 5913A, ","Columbus, OH 43232"
1931,Contingent,3,1.5,"1,512","5,227","$290,000","904 S Ohio Ave, ","Columbus, OH 43206"
1932,Contingent,3,1.5,"1,512","5,227","$290,000","904 S Ohio Ave, ","Columbus, OH 43206"
1933,Contingent,3,1.5,"1,146","7,405","$207,500","1202 Westphal Ave, ","Columbus, OH 43227"
1934,Contingent,2,1.5,"1,020",436,"$140,000","5593 Rockwood Ct Unit R57, ","Columbus, OH 43229"
1935,Contingent,2,1,832,"5,663","$138,000","970 Ruby Ave, ","Columbus, OH 43227"
1936,For Sale,2,1,605,"4,792","$99,000","2379 Linden Ave, ","Columbus, OH 43211"
1937,For Sale,"7,392","6,098",,,"$1,600,000","86 W 8th Ave, ","Columbus, OH 43201"
1938,For Sale,3,1,"1,396","5,227","$219,000","940 Lilley Ave, ","Columbus, OH 43206"
1939,Contingent,3,2,"2,196",1.82,"$1,500,000","3720 Henderson Rd, ","Columbus, OH 43220"
1940,For Sale,3,1.5,"1,472",0.46,"$200,000","3079 E 5th Ave, ","Columbus, OH 43219"
1941,For Sale,1,1,762,,"$285,900","51 N High St Unit 101, ","Columbus, OH 43215"
1942,Contingent,3,"1,499","4,792",,"$345,000","968-970 Heyl Ave, ","Columbus, OH 43206"
1943,Contingent,3,2.5,"1,566","6,098","$275,000","5417 Longworth Dr, ","Galloway, OH 43119"
1944,For Sale,4,2.5,"2,126","3,485","$499,900","318 S Ohio Ave, ","Columbus, OH 43205"
1945,For Sale,1,1,761,,"$295,000","51 N High St Unit 504, ","Columbus, OH 43215"
1946,For Sale,4,"4,050",0.23,,"$390,000","219 N James Rd, ","Columbus, OH 43213"
1947,For Sale,2,2.5,"1,430",,"$725,725","3700 Riverside Dr Unit 315, ","Columbus, OH 43221"
1948,For Sale,1,1,945,0.27,"$343,900","51 N High St Unit 303, ","Columbus, OH 43215"
1949,Contingent,4,"1,352","3,920",,"$199,000","1620-1622 Arlington Ave, ","Columbus, OH 43211"
1950,Contingent,3,1.5,"1,482","6,098","$219,900","2253 Autumn Village Ct, ","Columbus, OH 43223"
1951,Contingent,3,1,"1,250","5,227","$209,900","3030 Norwood St, ","Columbus, OH 43224"
1952,Contingent,3,2,"1,312","3,485","$155,000","137 S Warren Ave, ","Columbus, OH 43204"
1953,Contingent,3,2,"2,324","6,098","$279,900","156 Derrer Rd, ","Columbus, OH 43204"
1954,For Sale,4,"1,995","7,841",,"$225,000","63-65 N Waverly St, ","Columbus, OH 43213"
1955,Contingent,3,2.5,"1,856",0.55,"$380,000","2288 Glencroft Dr, ","Hilliard, OH 43026"
1956,Contingent,3,2,"1,729",0.25,"$360,000","2831 Kilbourne Ave, ","Columbus, OH 43231"
1957,For Sale,2,2.5,"1,457",,"$710,000","695 Civitas Ave Unit 304, ","Columbus, OH 43215"
1958,Contingent,4,2,"1,424","4,792","$280,000","1362 Minnesota Ave, ","Columbus, OH 43211"
1959,For Sale,3,1,"1,260","3,920","$225,000","1217 Oakwood Ave, ","Columbus, OH 43206"
1960,Contingent,2,1,672,"6,534","$149,900","1915 Jermain Dr, ","Columbus, OH 43219"
1961,Contingent,2,1,798,"4,356","$155,000","1468 E 22nd Ave, ","Columbus, OH 43211"
1962,For Sale,2,1,"1,040","3,049","$129,900","151 Chicago Ave, ","Columbus, OH 43222"
1963,For Sale,4,"2,044","5,227",,"$950,000","23 W Whittier St, ","Columbus, OH 43206"
1964,For Sale,0.23,,,,"$39,000","972 Beechwood Rd, ","Columbus, OH 43227"
1965,For Sale,3,1,"1,000","4,792","$170,000","1877 Aberdeen Ave, ","Columbus, OH 43211"
1966,For Sale,6,"3,128","3,049",,"$479,900","1378 E Livingston Ave, ","Columbus, OH 43205"
1967,Contingent,2,2,"1,648",,"$474,400","5211 Highpointe Lakes Dr Unit 7404, ","Westerville, OH 43081"
1968,Contingent,2,2,"1,260",,"$213,000","1195 Sidney St, ","Columbus, OH 43201"
1969,Contingent,4,1.5,"1,400","6,534","$255,000","3084 Wakefern Pl, ","Columbus, OH 43224"
1970,For Sale,3,1.5,"1,304","6,098","$194,900","140 Columbian Ave, ","Columbus, OH 43223"
1971,For Sale,2,2,"1,320",0.47,"$264,900","1000 Urlin Ave Apt 518, ","Columbus, OH 43212"
1972,For Sale,3,3.5+,"2,280",,"$883,000","294 Dickenson St, ","Columbus, OH 43215"
1973,For Sale,12,"7,300","4,792",,"$1,020,000","1769 E Livingston Ave, ","Columbus, OH 43205"
1974,For Sale,12,"7,300","4,792",,"$1,020,000","1769 E Livingston Ave, ","Columbus, OH 43205"
1975,For Sale,0.38,,,,"$48,700","788 Moon Rd, ","Columbus, OH 43224"
1976,For Sale,"6,382","6,098",,,"$1,600,000","87 W 9th Ave, ","Columbus, OH 43201"
1977,Contingent,"9,583",,,,"$50,000","Smith Rd, ","Columbus, OH 43228"
1978,For Sale,2,2,"2,333","7,405","$665,000","5794 Inlet Point Ln, ","Westerville, OH 43081"
1979,Contingent,4,1,"1,100","3,049","$144,900","2599 Beulah Rd, ","Columbus, OH 43211"
1980,For Sale,3,2,"1,374","5,227","$262,000","1791 Mooberry St, ","Columbus, OH 43205"
1981,Contingent,2,2,"1,648",,"$468,900","5211 Highpointe Lakes Dr Unit 402, ","Westerville, OH 43081"
1982,For Sale,"5,227",,,,"$44,800","681 Pierce Ave, ","Whitehall, OH 43213"
1983,For Sale,2,3.5,"1,314","3,485","$515,000","165 Frebis Ave, ","Columbus, OH 43206"
1984,For Sale,3,2.5,"1,739","3,049","$464,900","481 N Monroe Ave, ","Columbus, OH 43203"
1985,For Sale,"3,920",,,,"$300,000","518 W 1st Ave, ","Columbus, OH 43201"
1986,Contingent,3,3.5,"3,560",0.25,"$1,099,000","6062 Borgata Way, ","Dublin, OH 43017"
1987,For Sale,4.67,,,,"$1,487,500","1775 Stelzer Rd, ","Columbus, OH 43219"
1988,For Sale,3,3,"1,853",,"$970,398","3700 Riverside Dr Unit 422, ","Columbus, OH 43221"
1989,For Sale,4,"4,050","9,148",,"$390,000","233 N James Rd, ","Columbus, OH 43213"
1990,Contingent,3,1,"1,748","3,485","$199,900","4481 Floyd Dr, ","Columbus, OH 43232"
1991,For Sale,3,1.5,"1,290","6,098","$159,900","3216 E 5th Ave, ","Columbus, OH 43219"
1992,Contingent,3,1.5,"1,750","7,405","$239,900","4869 Downing Dr, ","Columbus, OH 43232"
1993,For Sale,1,1.5,"1,163",,"$439,000","1299 Highland St Unit A, ","Columbus, OH 43201"
1994,Contingent,4,2.5,"2,310","4,792","$379,990","4201 Portwatch Dr, ","Canal Winchester, OH 43110"
1995,For Sale,3,3.5,"3,561","9,583","$1,085,900","3248 Wolf Ridge Dr, ","Dublin, OH 43017"
1996,Contingent,4,2.5,"2,026","6,098","$364,705","2918 Branoch Dr, ","Grove City, OH 43123"
1997,For Sale,3,2.5,"1,888","8,276","$629,000","1053 Oak St, ","Columbus, OH 43205"
1998,For Sale,3,3.5,"3,397","2,178","$1,525,000","99 Normandy Ave, ","Columbus, OH 43215"
1999,Contingent,3,2.5,"1,939","3,049","$339,500","97 E Welch Ave, ","Columbus, OH 43207"
2000,For Sale,2,1,"1,080",0.32,"$335,000","2180 Stelzer Rd, ","Columbus, OH 43219"
2001,For Sale,3,1,"1,012","5,227","$164,900","1352 E 16th Ave, ","Columbus, OH 43211"
2002,For Sale,2,1.5,"1,032","4,792","$319,900","283 N 18th St, ","Columbus, OH 43203"
2003,Contingent,5,2,"2,504","4,792","$305,000","2181 Ruskin Ave, ","Columbus, OH 43219"
2004,Contingent,3,1.5,"1,398","3,920","$275,000","695 E Deshler Ave, ","Columbus, OH 43206"
2005,For Sale,"6,098",,,,"$175,000","1850 S High St, ","Columbus, OH 43207"
2006,For Sale,2,2.5,"2,340",,"$699,000","1314 Forsythe Ave, ","Columbus, OH 43201"
2007,For Sale,2,2.5,"1,367",,"$625,000","127 S Ohio Ave Unit 19, ","Columbus, OH 43205"
2008,For Sale,3.02,,,,"$630,000","Creekside Green Dr, ","Gahanna, OH 43230"
2009,For Sale,2,2.5+,"2,046",436,"$750,000","1007 Dennison Ave, ","Columbus, OH 43201"
2010,Contingent,3,2,"1,568","6,534","$310,000","778 Harley Dr, ","Columbus, OH 43202"
2011,For Sale,3,2.5,"2,205",,"$679,900","2986 Bernard View Ln, ","Columbus, OH 43209"
2012,For Sale,3,3.5,"1,844",,"$745,000","2290 Quarry Trails Dr, ","Columbus, OH 43228"
2013,Contingent,3,2,"2,016","6,098","$500,000","1116 Highland St, ","Columbus, OH 43201"
2014,For Sale,3,3.5,"2,188","3,920","$950,000","564 Lathrop St, ","Columbus, OH 43206"
2015,For Sale,3,3.5,"1,844",,"$770,000","2296 Quarry Trails Dr, ","Columbus, OH 43228"
2016,For Sale,3,3.5,"1,844",,"$770,000","2296 Quarry Trails Dr, ","Columbus, OH 43228"
2017,Pending,2,2.5,"1,320","1,507","$240,000","574 Penn St Unit 58, ","Galloway, OH 43119"
2018,For Sale,2,2,"1,758",,"$874,341","3700 Riverside Dr Unit 311, ","Columbus, OH 43221"
2019,Contingent,3,2.5,"1,986","3,920","$529,900","625 E Kossuth St, ","Columbus, OH 43206"
2020,For Sale,3,3.5+,"2,280",,"$866,500","292 Dickenson St, ","Columbus, OH 43215"
2021,Contingent,3,1,896,"6,098","$189,990","1577 Omar Dr, ","Columbus, OH 43207"
2022,For Sale,3,2.5,"1,960",,"$659,900","2982 Bernard View Ln, ","Columbus, OH 43209"
2023,For Sale,0.24,,,,"$23,000","777 Brown Rd, ","Columbus, OH 43223"
2024,For Sale,"3,920",,,,"$95,000","582 Stanley Ave, ","Columbus, OH 43206"
2025,For Sale,3,2.5,"1,624","4,356","$313,000","950 Wilson Ave, ","Columbus, OH 43206"
2026,For Sale,1.79,,,,"$199,900","Norton Rd Lot 3, ","Columbus, OH 43228"
2027,For Sale,2,1,984,"3,920","$149,500","287 S Terrace Ave, ","Columbus, OH 43204"
2028,For Sale,4,"4,050","9,583",,"$394,900","177 N James Rd, ","Columbus, OH 43213"
2029,For Sale,3,3.5,"1,844",,"$750,000","2288 Quarry Trails Dr, ","Columbus, OH 43228"
2030,Contingent,4,1.5,"1,447","5,227","$160,000","661 Siebert St, ","Columbus, OH 43206"
2031,For Sale,4,"4,050",0.23,,"$394,900","209 N James Rd, ","Columbus, OH 43213"
2032,For Sale,"5,663",,,,"$150,000","1525 E Fulton St, ","Columbus, OH 43205"
2033,For Sale,3,3.5+,"2,280",,"$882,000","298 Dickenson St, ","Columbus, OH 43215"
2034,Contingent,3,3.5,"3,432","9,583","$1,125,000","3215 Ridge Top Ln, ","Dublin, OH 43017"
2035,For Sale,2,1.5,"1,008","4,356","$280,000","601 Southwood Ave, ","Columbus, OH 43207"
2036,For Sale,3,1,"1,402","6,098","$175,000","102 S Harris Ave, ","Columbus, OH 43204"
2037,For Sale,0.94,,,,"$399,900",,
2038,For Sale,"7,405",,,,"$24,500","Smith Rd, ","Columbus, OH 43228"
2039,For Sale,4,"4,050",0.25,,"$394,900","253 N James Rd, ","Columbus, OH 43213"
2040,For Sale,2.47,,,,"$315,900","Sullivant Ave Lot 1, ","Columbus, OH 43228"
2041,For Sale,3,3.5+,"2,315",,"$920,000","512 Riverfront Ln, ","Columbus, OH 43201"
2042,For Sale,3,1,"1,320","4,792","$175,000","243 N Harris Ave, ","Columbus, OH 43204"
2043,For Sale,0.39,,,,"$50,000","01 Brooklyn Rd, ","Columbus, OH 43231"
2044,For Sale,3,3.5+,"2,315",,"$885,000","502 Riverfront Ln, ","Columbus, OH 43201"
2045,For Sale,1.86,,,,"$485,000","4200 E Johnstown Rd, ","Columbus, OH 43230"
2046,For Sale,3,3.5+,"2,315",,"$865,000","510 Riverfront Ln, ","Columbus, OH 43201"
2047,For Sale,3,3.5+,"2,315",,"$815,000","504 Riverfront Ln, ","Columbus, OH 43201"
2048,For Sale,"5,663",,,,"$149,900","1440 Fair Ave, ","Columbus, OH 43205"
2049,For Sale,"4,356",,,,"$775,900","E Ave, ","Columbus, OH 43207"
2050,For Sale,3,1.5,"1,560","3,920","$239,900","205 N Oakley Ave, ","Columbus, OH 43204"
2051,Contingent,"4,056","6,098",,,"$650,000","395 E 13th Ave, ","Columbus, OH 43201"
2052,For Sale,2,2,"1,270",,"$603,000","695 Civitas Ave Unit 203, ","Columbus, OH 43215"
2053,For Sale,3,3.5,"1,976",,"$800,000","2284 Quarry Trails Dr, ","Columbus, OH 43228"
2054,Contingent,4,2.5,"1,831","6,970","$378,495","3285 Creek View Trail Ct, ","Columbus, OH 43232"
2055,For Sale,1.17,,,,"$295,000","Waggoner Rd, ","Blacklick, OH 43004"
2056,For Sale,2,1,"2,878",0.67,"$1,400,000","4014 Westerville Rd, ","Columbus, OH 43224"
2057,Pending,3,1,"1,120","4,678","$99,900","2814 Hiawatha St, ","Columbus, OH 43211"
2058,For Sale,1,1,764,,"$349,900","1295 Highland St, ","Columbus, OH 43201"
2059,For Sale,"4,792",,,,"$110,000","2587 Dayton Ave, ","Columbus, OH 43202"
2060,For Sale,1,1.5,"1,264",,"$469,000","1299 Highland St Unit B, ","Columbus, OH 43201"
2061,For Sale,3,2.5,"1,816","3,920","$449,900","1187 Hildreth Ave, ","Columbus, OH 43203"
2062,Contingent,1,1,764,,"$339,000","1301 Highland St, ","Columbus, OH 43201"
2063,For Sale,3,3.5+,"2,315",,"$880,000","506 Riverfront Ln, ","Columbus, OH 43201"
2064,Contingent,4,2.5,"2,621","6,534","$461,040","1127 Gelbray Dr, ","Obetz, OH 43207"
2065,For Sale,"3,920",,,,"$325,000","1052 Cleveland Ave, ","Columbus, OH 43201"
2066,For Sale,6.49,,,,"$599,900","1850 Bostwick Rd, ","Columbus, OH 43227"
2067,For Sale,,,,,"$899,000","Hilltop Rentals, ","Columbus, OH 43204"
2068,For Sale,3,1.5,"1,610","6,534","$264,900","1772 E Sycamore St, ","Columbus, OH 43206"
2069,For Sale,"4,792",,,,"$125,000","1134 E Columbus St, ","Columbus, OH 43206"
2070,Contingent,3,1.5,"1,318","5,227","$224,900","641 S Terrace Ave, ","Columbus, OH 43204"
2071,For Sale,"4,356",,,,"$69,900","867 S 22nd St, ","Columbus, OH 43206"
2072,Contingent,4,2.5,"2,382","7,841","$364,250","3274 Creek View Trail Dr, ","Columbus, OH 43232"
2073,For Sale,"5,227",,,,"$49,900","897 Berkeley Rd, ","Columbus, OH 43206"
2074,Contingent,5.24,,,,"$499,999","970 Claycraft Rd, ","Columbus, OH 43230"
2075,For Sale,"4,356",,,,"$110,000","238 Miami Ave Unit 40, ","Columbus, OH 43203"
2076,For Sale,0.25,,,,"$147,000","334 Woodland Ave, ","Columbus, OH 43203"
2077,For Sale,3.01,,,,"$170,000","2550 Chinquo St, ","Grove City, OH 43123"
2078,For Sale,0.37,,,,"$44,500","Oakwood Ave, ","Columbus, OH 43207"
2079,For Sale,0.41,,,,"$99,900","2820 Groveport Rd, ","Columbus, OH 43207"
2080,For Sale,0.46,,,,"$595,000","4880 Hall Rd, ","Columbus, OH 43228"
2081,For Sale,"3,920",,,,"$55,000","236 Avondale Ave, ","Columbus, OH 43223"
2082,For Sale,0.41,,,,"$179,500","Morgan Ln, ","Gahanna, OH 43230"
2083,For Sale,"9,583",,,,"$30,000","E Woodrow Ave, ","Columbus, OH 43207"
2084,For Sale,"4,356",,,,"$64,900","1692 Parsons Ave, ","Columbus, OH 43207"
2085,For Sale,"8,276",,,,"$139,900","Gibbard Ave, ","Columbus, OH 43201"
2086,For Sale,"3,049",,,,"$119,900","2263 W Broad St, ","Columbus, OH 43223"
2087,For Sale,"7,405",,,,"$32,500","Ridgeway Ave, ","Columbus, OH 43219"
2088,Contingent,"5,227",,,,"$159,900","E Rich St, ","Columbus, OH 43205"
2089,For Sale,"5,663",,,,"$78,000","Hosack St, ","Columbus, OH 43207"
2090,For Sale,"4,792",,,,"$24,888","Melrose Ave, ","Columbus, OH 43211"
2091,For Sale,2.47,,,,"$315,000","3877 Hines Rd, ","Columbus, OH 43230"
2092,For Sale,0.58,,,,"$324,000","2683 Winchester Pike, ","Columbus, OH 43232"
2093,For Sale,"3,485",,,,"$39,900","Olmstead Ave, ","Columbus, OH 43201"
