,Status,Beds,Baths,SQFT,Acres,Price,Address,City
1574,Contingent,4,3,"1,500","6,098","$275,000","1624 Frebis Ave, ","Columbus, OH 43206"
1575,Contingent,3,2,"1,685","5,227","$159,900","1295 Loretta Ave, ","Columbus, OH 43211"
1576,Contingent,4,2.5,"2,350",0.3,"$750,000","1666 Berkshire Rd, ","Columbus, OH 43221"
1577,Contingent,3,1.5,"1,254","6,098","$254,900","2215 Topaz Dr, ","Grove City, OH 43123"
1578,For Sale,5,2,"2,454","3,485","$234,900","215 E Barthman Ave, ","Columbus, OH 43207"
1579,For Sale,12,"9,792","6,534",,"$1,200,000","1106-1116 Parsons Ave, ","Columbus, OH 43206"
1580,For Sale,3,1,896,"6,098","$174,000","3440 Binbrook Rd N, ","Columbus, OH 43227"
1581,For Sale,4,"1,872","3,920",,"$194,900","542 544 Trevitt St, ","Columbus, OH 43203"
1582,For Sale,1,1,682,,"$232,500","845 N High St Unit 214, ","Columbus, OH 43215"
1583,For Sale,2,1,686,"6,970","$100,000","2439 Bancroft St, ","Columbus, OH 43211"
1584,Contingent,4,3,"2,362",0.37,"$750,000","4149 Winfield Rd, ","Upper Arlington, OH 43220"
1585,Contingent,2,2.5,"1,652","1,307","$269,000","5457 Baneberry Ave Unit 19A, ","Columbus, OH 43235"
1586,Contingent,3,1.5,"1,207","6,098","$122,000","483 S Richardson Ave, ","Columbus, OH 43204"
1587,For Sale,4,2.5,"2,695","6,534","$489,000","6145 Bradwood Dr, ","Westerville, OH 43081"
1588,Contingent,7,4,"1,980","3,920","$615,000","76 E 11th Ave, ","Columbus, OH 43201"
1589,For Sale,3,2,"2,000","3,485","$359,500","1038 Fair Ave, ","Columbus, OH 43205"
1590,For Sale,"6,299",0.31,,,"$1,500,000","44 E Duncan St, ","Columbus, OH 43202"
1591,Contingent,5,1.5,"1,534","4,792","$188,900","1585 Minnesota Ave, ","Columbus, OH 43211"
1592,Contingent,3,2,925,"6,970","$219,000","1473 E Cooke Rd, ","Columbus, OH 43224"
1593,Contingent,3,1,936,"7,841","$177,500","5367 Sedalia Dr, ","Columbus, OH 43232"
1594,For Sale,3,1,"1,022",0.31,"$219,900","2017 Roanoke Ave, ","Columbus, OH 43207"
1595,Contingent,3,1.5,"1,516","4,356","$514,900","1162 Pennsylvania Ave, ","Columbus, OH 43201"
1596,Contingent,4,2.5,"1,672","7,841","$375,000","1532 Weiskopf Dr, ","Columbus, OH 43228"
1597,Contingent,5,"3,799","5,663",,"$649,900","1504-1506 Bryden Rd, ","Columbus, OH 43205"
1598,Contingent,3,2.5,"1,731","6,098","$399,900","8802 Juneberry Rd, ","Lewis Center, OH 43035"
1599,Contingent,2,1,952,"8,712","$159,900","1676 Belmead Ave, ","Columbus, OH 43223"
1600,Contingent,3,2,"1,040",0.34,"$209,000","351 Garden Heights Ave, ","Columbus, OH 43228"
1601,Contingent,3,2,"1,182","7,405","$249,900","3012 Argonne Ct, ","Columbus, OH 43232"
1602,Contingent,3,1,"1,244","5,663","$215,000","321 W Park Ave, ","Columbus, OH 43223"
1603,Contingent,3,2.5,"1,434","3,920","$334,900","977 Linwood Ave, ","Columbus, OH 43206"
1604,Contingent,4,1.5,"1,742","4,356","$289,900","1034 S Champion Ave, ","Columbus, OH 43206"
1605,For Sale,6,"4,206",871,,"$659,900","1203-1205 Fair Ave, ","Columbus, OH 43205"
1606,Contingent,4,1,"1,598","6,098","$140,000","2399 Marcia Dr, ","Columbus, OH 43211"
1607,For Sale,2,1,896,"9,583","$185,900","3302 Hilock Pl, ","Columbus, OH 43207"
1608,Contingent,3,2.5,"2,716",0.25,"$424,900","5580 Connorwill Dr, ","Westerville, OH 43081"
1609,Contingent,4,3,"2,835",0.28,"$695,000","1386 Friar Ln, ","Columbus, OH 43221"
1610,Contingent,4,2.5,"2,756","6,970","$556,900","5620 Godetia St Lot 51, ","Columbus, OH 43081"
1611,For Sale,3,1.5,"1,484","8,276","$314,900","1777 Lockbourne Rd, ","Columbus, OH 43207"
1612,Contingent,3,1.5,"1,269","7,841","$199,999","4789 Hafey Ave, ","Columbus, OH 43228"
1613,For Sale,3,1,"1,225","6,970","$169,000","719 Georgian Dr, ","Columbus, OH 43228"
1614,Contingent,4,2.5,"2,334","8,276","$328,000","6636 Walbridge St, ","Columbus, OH 43229"
1615,For Sale,6,"2,182","4,792",,"$474,900","322-324 S Ohio Ave, ","Columbus, OH 43205"
1616,For Sale,3,2,"1,402","5,227","$149,900","1373 E Hudson St, ","Columbus, OH 43211"
1617,For Sale,4,"1,152","5,227",,"$259,900","2561 Adda Ave, ","Columbus, OH 43231"
1618,Contingent,3,2.5,"1,822","1,307","$300,000","3724 Fish Hawk Lndg Unit 18-372, ","Columbus, OH 43230"
1619,For Sale,2,1,"1,044","5,663","$80,000","1176 Saint Clair Ave, ","Columbus, OH 43201"
1620,Contingent,3,2.5,"2,170","6,098","$409,000","8664 Maisch St, ","Blacklick, OH 43004"
1621,For Sale,2,1,672,"4,792","$155,000","2744 Hiawatha St, ","Columbus, OH 43211"
1622,For Sale,3,2,"2,323","9,148","$439,000","340 Wetmore Rd, ","Columbus, OH 43214"
1623,Contingent,3,1.5,"1,570","7,841","$359,900","3919 Appaloosa Ct, ","Columbus, OH 43221"
1624,For Sale,"6,098",,,,"$40,000","6790 Maple Canyon Ave, ","Columbus, OH 43229"
1625,For Sale,4,1,"1,156","5,663","$150,000","2297 Pontiac St, ","Columbus, OH 43211"
1626,Contingent,3,1.5,"1,229","1,742","$184,900","378 E 17th Ave, ","Columbus, OH 43201"
1627,For Sale,3,1,"1,495","5,227","$119,900","1353 Loretta Ave, ","Columbus, OH 43211"
1628,For Sale,"6,970",,,,"$550,000","186 S Gift St, ","Columbus, OH 43215"
1629,For Sale,3,2.5,"1,726","3,920","$409,900","757 Sullivant Ave, ","Columbus, OH 43222"
1630,Contingent,4,3,"2,108",0.34,"$475,000","1527 Fishinger Rd, ","Columbus, OH 43221"
1631,Contingent,4,2.5,"1,831","8,712","$365,000","3397 Creek View Trail Dr, ","Columbus, OH 43232"
1632,Contingent,4,2,"1,650","7,841","$210,000","3415 Burbank Rd, ","Columbus, OH 43232"
1633,Contingent,3,2,"1,280","3,920","$210,000","576 E Whittier St, ","Columbus, OH 43206"
1634,Contingent,3,1.5,"1,202","7,405","$225,000","1503 Yates Dr, ","Columbus, OH 43207"
1635,Contingent,4,"1,652","3,920",,"$205,000","58 Dana 1/2 Ave Unit 58, ","Columbus, OH 43222"
1636,Contingent,3,2.5,"1,852","9,148","$360,000","7627 Summerwood Dr, ","Columbus, OH 43235"
1637,Contingent,5,4.5,"5,400",0.36,"$1,850,000","2396 Club Rd, ","Columbus, OH 43221"
1638,Contingent,2,1,713,"5,227","$179,000","3217 Howey Rd, ","Columbus, OH 43224"
1639,Contingent,3,3.5,"1,595",,"$235,000","23 N Princeton Ave, ","Columbus, OH 43222"
1640,For Sale,3,1.5,"1,504","8,712","$314,999","5630 Andrea Ln, ","Hilliard, OH 43026"
1641,Contingent,3,1,"1,236","7,405","$190,000","2808 Maywood Rd, ","Columbus, OH 43232"
1642,Contingent,3,1,"1,104","6,098","$183,000","196 Eldon Ave, ","Columbus, OH 43204"
1643,Contingent,4,2,"1,820","4,356","$269,900","222 Avondale Ave, ","Columbus, OH 43223"
1644,For Sale,2,2,"1,580","5,227","$372,500","7199 Lehman Park Place Private St, ","Canal Winchester, OH 43110"
1645,For Sale,1,1,601,0.44,"$280,000","155 W Main St Apt 903, ","Columbus, OH 43215"
1646,Contingent,3,2.5,"2,508","6,098","$489,900","6238 Gilmer Way, ","Westerville, OH 43081"
1647,For Sale,3,1,"1,344","4,792","$124,000","613 Hilltonia Ave, ","Columbus, OH 43223"
1648,Contingent,3,2.5,"1,829","3,485","$330,000","5598 Alliance Way, ","Columbus, OH 43228"
1649,Contingent,4,2.5,"2,094","7,405","$324,900","1727 Staffordshire Rd, ","Columbus, OH 43229"
1650,For Sale,3,1,"1,232","6,098","$140,000","730 S Eureka Ave, ","Columbus, OH 43204"
1651,For Sale,0.35,,,,"$220,000","435 E Dominion Blvd, ","Columbus, OH 43214"
1652,Contingent,3,2,"1,605","7,405","$219,900","795 Brixham Rd, ","Columbus, OH 43204"
1653,Contingent,2,1.5,"1,076",871,"$219,900","713 Alta View Ct Unit 26, ","Worthington, OH 43085"
1654,Contingent,2,1.5,984,"4,356","$149,900","1465 Kenmore Rd, ","Columbus, OH 43211"
1655,For Sale,5,2.5+,"3,630",0.67,"$488,750","3113 Winchester Ct, ","Columbus, OH 43232"
1656,For Sale,2,2.5,"1,487",,"$500,000","1106 Oak St Unit 12, ","Columbus, OH 43205"
1657,For Sale,4,2.5,"2,448","6,098","$530,000","6867 Valkenier Pkwy, ","Westerville, OH 43081"
1658,Contingent,3,1,990,"6,970","$165,000","2249 Willamont Ave, ","Columbus, OH 43219"
1659,For Sale,3,1,"1,070","4,792","$169,900","2241 McGuffey Rd, ","Columbus, OH 43211"
1660,For Sale,4,"4,608","5,663",,"$375,000","1461 Mount Vernon Ave, ","Columbus, OH 43203"
1661,Contingent,3,2.5,"1,476",871,"$335,000","1224 Ashland Ave, ","Columbus, OH 43212"
1662,Contingent,"4,918","5,227",,,"$275,000","1230 W Broad St, ","Columbus, OH 43222"
1663,Contingent,4,2.5,"2,200","8,276","$294,900","1217 Cardamon Pl, ","Galloway, OH 43119"
1664,Contingent,3,2.5,"1,652","5,227","$334,900","5957 Brookmont Dr, ","Hilliard, OH 43026"
1665,Contingent,2,2.5,"1,963",871,"$299,900","3112 Walden Ravines, ","Columbus, OH 43221"
1666,For Sale,8,"3,444","3,920",,"$925,000","298 Wilson Ave Unit 300, ","Columbus, OH 43205"
1667,Contingent,3,1,"1,246","4,356","$209,000","199 N Terrace Ave, ","Columbus, OH 43204"
1668,For Sale,6,"3,120","2,178",,"$849,900","117-121 E Livingston Ave, ","Columbus, OH 43215"
1669,Contingent,3,2,"1,202","8,276","$245,000","1649 Norma Rd, ","Columbus, OH 43229"
1670,Contingent,4,2.5,"2,352","8,712","$429,900","4836 McBane St, ","Columbus, OH 43220"
1671,Contingent,3,1,"1,472","5,227","$369,900","2874 East Ave, ","Columbus, OH 43202"
1672,For Sale,3,2.5,"1,416","4,792","$244,900","1289 E Mound St, ","Columbus, OH 43205"
1673,Contingent,4,2,"1,700","6,534","$244,900","1513 Coronet Dr, ","Columbus, OH 43224"
1674,Contingent,2,1,968,"8,712","$185,000","337 Lennox Ave, ","Columbus, OH 43228"
1675,For Sale,2,1,768,"5,227","$102,500","200 Clarendon Ave, ","Columbus, OH 43223"
1676,For Sale,3,3.5,"2,102","5,663","$735,900","363 Frebis Ave Unit 4, ","Columbus, OH 43206"
1677,For Sale,4,2.5,"1,899",0.27,"$359,900","255 E Innis Ave, ","Columbus, OH 43207"
1678,Contingent,4,2.5,"1,916",0.24,"$400,000","5705 Dorsey Dr, ","Columbus, OH 43235"
1679,Contingent,3,1,"1,676","8,276","$169,900","78-80 S Harris Ave, ","Columbus, OH 43204"
1680,For Sale,4,2.5,"1,899",0.27,"$359,900","255 E Innis Ave, ","Columbus, OH 43207"
1681,Contingent,3,2,"1,526","9,148","$299,900","2144 Yellow Pine Ave, ","Columbus, OH 43229"
1682,Contingent,3,2.5,"1,836","5,663","$315,000","1289 Winesap Dr, ","Columbus, OH 43204"
1683,Contingent,3,1.5,"1,617",0.24,"$269,900","5207 Avalon Ave, ","Columbus, OH 43229"
1684,Contingent,1,1,882,"8,712","$264,900","100 E Gay St Unit 606, ","Columbus, OH 43215"
1685,For Sale,4,2.5,"1,412","4,356","$247,000","906 Lockbourne Rd, ","Columbus, OH 43206"
1686,For Sale,4,1.5,"1,728","3,920","$365,000","1388 Phale D Hale Dr, ","Columbus, OH 43203"
1687,Contingent,3,1,804,"6,098","$97,500","1782 Republic Ave, ","Columbus, OH 43211"
1688,For Sale,Studio,1,541,,"$219,500","51 N High St Unit 805, ","Columbus, OH 43215"
1689,For Sale,4,2,"2,064","4,356","$199,500","728 Linwood Ave, ","Columbus, OH 43205"
1690,Contingent,4,"2,152","4,792",,"$250,000","164-166 S Cypress Ave, ","Columbus, OH 43222"
1691,Contingent,3,1,"1,210","4,356","$339,900","301 E Moler St, ","Columbus, OH 43207"
1692,Contingent,3,1,"1,260",0.32,"$232,000","1634 Case Rd, ","Columbus, OH 43224"
1693,For Sale,3,2.5+,"2,791","6,534","$489,900","6234 Renner Park Dr, ","Columbus, OH 43228"
1694,Contingent,3,1,925,"7,405","$205,000","2757 Claude Dr, ","Columbus, OH 43207"
1695,Contingent,3,1,"1,339","7,405","$214,000","1261 Lenore Ave, ","Columbus, OH 43224"
1696,Contingent,2,1.5,"1,340","2,178","$440,000","331 Reinhard Ave, ","Columbus, OH 43206"
1697,Contingent,6,"2,976",871,,"$589,900","364-368 Gilbert St, ","Columbus, OH 43205"
1698,Contingent,3,1.5,"1,000","6,098","$194,900","1087 S Ashburton Rd, ","Columbus, OH 43227"
1699,For Sale,3,1,"1,416","4,356","$397,000","2837 Calumet St, ","Columbus, OH 43202"
1700,Contingent,4,1,"1,288","5,227","$149,900","157 N Eureka Ave, ","Columbus, OH 43204"
1701,Contingent,2,1,825,436,"$126,900","5696 Beechcroft Rd Apt J, ","Columbus, OH 43229"
1702,Contingent,3,2,"1,748","6,534","$489,000","192 Acton Rd, ","Columbus, OH 43214"
1703,For Sale,3,1,"1,436","3,485","$290,000","581 S 22nd St, ","Columbus, OH 43205"
1704,Contingent,2,1,"1,104","4,792","$159,900","2470 Azelda St, ","Columbus, OH 43211"
1705,For Sale,3,2.5,"1,506","3,920","$318,000","1037 E Whittier St, ","Columbus, OH 43206"
1706,For Sale,2,1,744,,"$174,500","2036 Linwood Ave, ","Columbus, OH 43207"
1707,For Sale,3,1,"1,092","6,098","$599,000","745 S Wayne Ave, ","Columbus, OH 43204"
1708,Contingent,2,2,"1,177","1,307","$139,900","3267 Donalda Ct, ","Columbus, OH 43231"
1709,Contingent,3,1.5,"1,220","3,920","$240,000","115 S Princeton Ave, ","Columbus, OH 43222"
1710,Contingent,3,1,"1,500","7,841","$210,000","3880 Signal Dr, ","Columbus, OH 43232"
1711,For Sale,3,3,"2,198",,"$1,167,795","3700 Riverside Dr Unit 409, ","Columbus, OH 43221"
1712,For Sale,3,1,960,"6,534","$198,000","2342 Edenburgh Dr S, ","Columbus, OH 43219"
1713,Contingent,4,3.5,"1,640","4,356","$479,900","674 Gilbert St, ","Columbus, OH 43205"
1714,For Sale,3,2.5,"1,786","2,614","$599,000","1042 McAllister Ave, ","Columbus, OH 43205"
1715,For Sale,3,1,"1,096",0.25,"$249,900","2110 Radnor Ave, ","Columbus, OH 43224"
1716,For Sale,4,1.5,"1,583","6,098","$229,000","1733 Lockbourne Rd, ","Columbus, OH 43207"
1717,Contingent,3,3.5,"1,856","6,970","$375,000","2347 Yagger Bay Dr, ","Hilliard, OH 43026"
1718,For Sale,4,3,"1,793","4,356","$379,900","489 St Clair Ave, ","Columbus, OH 43203"
1719,Contingent,4,"2,248","4,792",,"$204,500","1345 E Livingston Ave Unit 1347, ","Columbus, OH 43205"
1720,Contingent,2,2.5,"1,954",871,"$285,000","5982 Turnwood Dr Unit 803, ","Westerville, OH 43081"
1721,Contingent,2,1.5,"1,200","2,178","$220,000","8366 Cliffthorne Way, ","Columbus, OH 43235"
1722,For Sale,4,3,"1,793","4,356","$379,900","489 St Clair Ave, ","Columbus, OH 43203"
1723,Contingent,3,1.5,"1,458","6,970","$449,900","258 E Como Ave, ","Columbus, OH 43202"
1724,For Sale,24,"10,944","5,227",,"$1,575,000","1580 E Mound St, ","Columbus, OH 43205"
1725,For Sale,"7,350","7,841",,,"$724,900","1259 S High St, ","Columbus, OH 43206"
1726,Contingent,3,1,"1,046","6,534","$225,000","251 N Kellner Rd, ","Columbus, OH 43209"
1727,For Sale,4,"2,310","4,356",,"$275,000","443-445 N Monroe Ave, ","Columbus, OH 43203"
1728,For Sale,5,2.5,"1,265","5,227","$330,000","1751 Bide A Wee Park Ave, ","Columbus, OH 43205"
1729,Contingent,4,"2,040","5,227",,"$239,900","1244 S Ohio Ave Apt A, ","Columbus, OH 43206"
1730,Contingent,3,2.5,"1,688","1,307","$319,900","7092 Hill Gail Dr, ","New Albany, OH 43054"
1731,For Sale,4,"1,998","5,663",,"$325,999","369 Wyandotte Ave, ","Columbus, OH 43202"
1732,Contingent,4,2,"1,722","6,534","$224,900","3718 Amwell Rd E, ","Columbus, OH 43207"
1733,For Sale,3,3.5,"3,551",0.23,"$1,150,000","6104 Deer Bluff Pl, ","Dublin, OH 43017"
1734,Contingent,4,2,"1,600","5,663","$269,000","2895 E 12th Ave, ","Columbus, OH 43219"
1735,For Sale,3,2.5,"2,181",,"$679,900","2974 Bernard View Ln, ","Columbus, OH 43209"
1736,For Sale,3,1,"1,224","6,970","$199,900","1642 Burlington Ave, ","Columbus, OH 43227"
1737,Contingent,4,2.5,"2,332",0.23,"$379,000","511 Farm Hill Ct, ","Blacklick, OH 43004"
1738,Contingent,3,1.5,"1,200","6,970","$185,000","3876 Fergus Rd, ","Columbus, OH 43207"
1739,Contingent,6,"2,569","5,663",,"$499,900","516-518 S Champion Ave, ","Columbus, OH 43205"
1740,For Sale,2,2.5+,"1,816",871,"$650,000","1005 Dennison Ave, ","Columbus, OH 43201"
1741,Contingent,3,1.5,"1,182","6,098","$299,900","1766 Weather Stone Ln, ","Columbus, OH 43235"
1742,Contingent,3,1.5,"1,517",0.3,"$219,900","1887 Jackson Rd, ","Columbus, OH 43223"
1743,For Sale,3,2,"1,429","3,920","$134,900","34 N Wayne Ave, ","Columbus, OH 43204"
1744,Contingent,3,2.5,"2,370","4,356","$319,000","883 Studer Ave, ","Columbus, OH 43206"
1745,Contingent,1,1.5,"1,078",436,"$375,000","1002 Ewing Aly, ","Columbus, OH 43201"
1746,Contingent,6,"4,608","6,098",,"$699,900","94-96 W 2nd Ave, ","Columbus, OH 43201"
1747,For Sale,24,"9,204","3,485",,"$1,020,000","1754 E Livingston Ave, ","Columbus, OH 43205"
1748,For Sale,3,2.5,"1,934",,"$659,000","2978 Bernard View Ln, ","Columbus, OH 43209"
1749,Contingent,3,1.5,"1,216","4,356","$124,900","998 Ellsworth Ave, ","Columbus, OH 43206"
1750,For Sale,1,1,681,,"$259,500","51 N High St Unit 505, ","Columbus, OH 43215"
1751,Contingent,2,1,672,"4,792","$89,000","2771 Pontiac St, ","Columbus, OH 43211"
1752,Contingent,4,2.5,"2,961",0.32,"$719,500","2770 Alliston Ct, ","Upper Arlington, OH 43220"
1753,For Sale,2,1,"1,216","3,485","$289,900","286 S Skidmore St, ","Columbus, OH 43215"
1754,For Sale,3,2,"2,571","6,534","$639,900","285 S Gift St, ","Columbus, OH 43215"
1755,Contingent,3,2,"1,765","6,534","$525,000","54 Winthrop Rd, ","Columbus, OH 43214"
1756,Contingent,4,2.5,"2,221","3,485","$549,000","1285 Forsythe Ave, ","Columbus, OH 43201"
1757,For Sale,3,2,672,"4,356","$172,900","1490 E 25th Ave, ","Columbus, OH 43211"
1758,Contingent,3,1,"1,542","5,663","$319,900","2460 East Ave, ","Columbus, OH 43202"
1759,Contingent,3,2,"1,590","5,227","$149,900","1032 Wildwood Ave, ","Columbus, OH 43219"
1760,For Sale,4,2.5,"1,752","4,792","$289,900","603 Siebert St, ","Columbus, OH 43206"
1761,For Sale,3,2.5,"1,580","4,356","$265,000","279 Dakota Ave, ","Columbus, OH 43223"
1762,For Sale,5,2,"2,478","5,663","$459,900","385 E 14th Ave, ","Columbus, OH 43201"
1763,Contingent,3,3.5,"1,551",,"$235,000","21 N Princeton Ave, ","Columbus, OH 43222"
1764,For Sale,4,3.5,"1,980","5,227","$519,900","894 E Livingston Ave, ","Columbus, OH 43205"
1765,Contingent,3,1,947,"4,356","$144,900","286 N Wayne Ave, ","Columbus, OH 43204"
1766,For Sale,0.69,,,,"$25,000","2571 Woodland Ave S, ","Columbus, OH 43211"
1767,For Sale,3,3.5,"2,083","5,227","$429,000","253 Miami Ave Unit 53, ","Columbus, OH 43203"
1768,For Sale,1,1,772,,"$225,000","125 E Noble St Apt 2, ","Columbus, OH 43215"
1769,Contingent,3,1.5,"1,700","7,841","$189,900","3434 Negley Rd, ","Columbus, OH 43232"
1770,For Sale,3,1,"1,312","5,227","$209,999","521 Larcomb Ave, ","Columbus, OH 43223"
1771,For Sale,8,"5,190","3,485",,"$677,900","1116-1122 Cole St, ","Columbus, OH 43205"
1772,For Sale,4,2,960,"8,276","$190,000","1852 Bar Harbor Rd, ","Columbus, OH 43219"
1773,Contingent,3,1.5,"1,170","3,920","$169,900","151 S Terrace Ave, ","Columbus, OH 43204"
1774,Contingent,3,1.5,"1,432","4,356","$265,000","1429 Oakwood Ave, ","Columbus, OH 43206"
1775,Contingent,3,2.5,"1,631","9,148","$329,777","1524 Highbrook Dr, ","Columbus, OH 43204"
1776,For Sale,2,1.5,984,"4,792","$239,900","769 E Starr Ave, ","Columbus, OH 43201"
1777,For Sale,2,1.5,"1,148","3,485","$124,900",,
1778,Contingent,4,2,"1,512","2,178","$325,000","48 Hawkes Ave Unit A, ","Columbus, OH 43222"
1779,Contingent,3,1,"1,660","4,356","$352,600","186 Tibet Rd, ","Columbus, OH 43202"
1780,Contingent,3,1,"1,440","4,792","$384,500","22 E Pacemont Rd, ","Columbus, OH 43202"
1781,Contingent,4,2,"2,144","4,792","$259,000","3047 Azelda St, ","Columbus, OH 43224"
1782,Contingent,3,1.5,"1,449",0.28,"$264,950","4690 Glendon Rd, ","Columbus, OH 43229"
1783,For Sale,2,2.5,"1,524","2,178","$350,130","6389 Hamilton Woods Blvd, ","Columbus, OH 43081"
1784,For Sale,2,2,"2,571","6,534","$639,900","570 Sullivant Ave, ","Columbus, OH 43215"
1785,Contingent,3,1.5,"1,408","8,712","$238,500","6529 Centennial Dr, ","Reynoldsburg, OH 43068"
1786,Contingent,3,1.5,"1,248","8,276","$240,000","3005 Stonebluff Dr, ","Columbus, OH 43232"
1787,For Sale,"5,433","6,534",,,"$995,000","76 Smith Pl, ","Columbus, OH 43201"
1788,Contingent,2,2,"1,660",,"$529,900","5211 Highpointe Lakes Dr Unit 7403, ","Westerville, OH 43081"
1789,Contingent,3,1,"1,179","7,841","$199,999","3763 Eisenhower Rd, ","Columbus, OH 43224"
1790,For Sale,1,1,676,"5,663","$105,000","2260 Lexington Ave, ","Columbus, OH 43211"
1791,For Sale,4,3.5,"2,668","4,356","$798,500","1361 Carrie Ave, ","Columbus, OH 43205"
1792,For Sale,2,1,980,"3,485","$599,000","427 S Ogden Ave, ","Columbus, OH 43204"
1793,For Sale,3,1.5,"1,075","6,534","$249,900","1603 Bostwick Rd, ","Columbus, OH 43227"
1794,Contingent,5,3.5,"3,722",0.31,"$875,000","1317 Langston Dr, ","Upper Arlington, OH 43220"
1795,For Sale,4,"2,100",0.26,,"$450,000","3140 Sullivant Ave, ","Columbus, OH 43204"
1796,For Sale,6,"2,738","4,792",,"$450,000","401 Stoddart Ave, ","Columbus, OH 43205"
1797,For Sale,2,1,"1,244","3,485","$599,000","106 S Oakley Ave, ","Columbus, OH 43204"
1798,For Sale,"6,382",0.28,,,"$1,250,000","122 W 9th Ave Unit 28, ","Columbus, OH 43201"
1799,Contingent,2,1,744,"4,792","$110,000","719 Lock Ave, ","Columbus, OH 43207"
1800,Contingent,4,2,"1,687","7,841","$225,000","5189 Zimmer Dr, ","Columbus, OH 43232"
1801,For Sale,"3,920",,,,"$10,000","E Eighth Ave Lot 35, ","Columbus, OH 43219"
1802,Contingent,3,1.5,"1,334",0.25,"$324,900","3523 Rosburg Dr, ","Columbus, OH 43228"
1803,For Sale,4,2,"1,296","4,792","$185,000","2354 Linden Ave, ","Columbus, OH 43211"
1804,For Sale,3,1,864,"4,792","$159,700","605 Dexter Ave, ","Columbus, OH 43204"
1805,For Sale,6,"2,268","4,792",,"$400,000","1180-1182 Linwood Ave Unit 2, ","Columbus, OH 43206"
1806,Contingent,3,1.5,"1,008","4,792","$199,900","137 Schultz Ave, ","Columbus, OH 43222"
1807,Contingent,3,1.5,"1,240","6,534","$289,900","1188 Harley Run Dr, ","Blacklick, OH 43004"
1808,Contingent,3,2,"1,549",0.45,"$199,900","3811 Alum Creek Dr, ","Columbus, OH 43207"
1809,Contingent,2,1,864,"5,663","$180,000","3189 McGuffey Rd, ","Columbus, OH 43224"
1810,Contingent,"2,677","4,356",,,"$394,900","1094 Parsons Ave, ","Columbus, OH 43206"
1811,Contingent,3,2,"1,456","4,792","$275,000","123 N Eureka Ave, ","Columbus, OH 43204"
1812,For Sale,5,4.5,"2,440","6,534","$624,900","1426 E Rich St, ","Columbus, OH 43205"
1813,Contingent,4,2,"1,703","5,663","$449,000","271 Brighton Rd, ","Columbus, OH 43202"
1814,For Sale,2,1.5,"1,232","4,356","$234,900","725 Berkeley Rd, ","Columbus, OH 43205"
1815,Contingent,3,2,"1,502",0.49,"$197,000","824 Hilock Rd, ","Columbus, OH 43207"
1816,For Sale,7,"2,172","5,663",,"$1,300,000","201 W 1st Ave Unit 3, ","Columbus, OH 43201"
1817,For Sale,4,1,"1,158","6,098","$200,900","3044 Fairwood Ave, ","Columbus, OH 43207"
1818,For Sale,2,1,"1,182","4,356","$175,000","201 S Yale Ave, ","Columbus, OH 43222"
1819,Contingent,4,2,"1,800","8,712","$229,000","1351 Smith Rd, ","Columbus, OH 43207"
1820,Contingent,3,1.5,"1,260","5,227","$286,500","316 E Morrill Ave, ","Columbus, OH 43207"
1821,Contingent,7,"3,650","3,920",,"$850,000","115-119 W 2nd Ave, ","Columbus, OH 43201"
1822,Contingent,4,2.5+,"2,138",0.31,"$429,900","6047 Rothchester Dr, ","Galloway, OH 43119"
1823,Contingent,3,1,800,"4,356","$125,000","290 S Princeton Ave, ","Columbus, OH 43223"
1824,Contingent,3,"1,835","4,356",,"$349,850","875 S 22nd St, ","Columbus, OH 43206"
1825,Contingent,3,1,"1,258","4,356","$134,900","158 N Ogden Ave, ","Columbus, OH 43204"
1826,For Sale,14,"5,440","9,583",,"$1,195,000","35 Parsons Ave, ","Columbus, OH 43215"
1827,For Sale,3,1.5,"1,613","4,356","$181,000","66 S Richardson Ave, ","Columbus, OH 43204"
1828,Contingent,3,1.5,"1,365","7,405","$214,900","3006 Argonne Ct, ","Columbus, OH 43232"
1829,For Sale,4,"2,652","6,534",,"$429,900","1390 E Livingston Ave, ","Columbus, OH 43205"
1830,For Sale,3,1.5,"1,362","5,227","$194,900","1412 S Ohio Ave, ","Columbus, OH 43206"
1831,For Sale,3,1,988,"7,405","$200,000","2193 Myrtle Ave, ","Columbus, OH 43211"
1832,For Sale,2,1,822,"4,356","$100,000","1249 E 21st Ave, ","Columbus, OH 43211"
1833,For Sale,2,2.5,"1,457",,"$577,000","2879 Kobuk Dr Unit 302, ","Columbus, OH 43228"
1834,For Sale,4,2.5,"1,813","1,307","$525,000","2987 Bernard View Ln, ","Columbus, OH 43209"
1835,Contingent,3,2.5,"1,885","5,663","$365,000","589 Fairwood Ave, ","Columbus, OH 43205"
1836,Contingent,2,1,"1,174","4,356","$134,999","192 W Park Ave, ","Columbus, OH 43223"
1837,For Sale,3,3.5+,"2,280",,"$900,600","302 Dickenson St, ","Columbus, OH 43215"
1838,For Sale,3,1.5,919,"5,227","$215,000","2453 Renwood Pl, ","Columbus, OH 43211"
1839,Pending,4,2.5,0.24,,"$349,900","5297 Earhart Dr, ","Columbus, OH 43125"
1840,Contingent,3,1,858,"6,098","$195,000","1640 Duxberry Ave, ","Columbus, OH 43219"
1841,Contingent,3,1,960,0.38,"$211,000","860 Colton Rd, ","Columbus, OH 43207"
